Date,Speed (m/s),Direction (º),Energy (kWh)
17/05/2020 13:30:00,"2,21",17,"0,00"
17/05/2020 13:40:00,"1,52",17,"0,00"
17/05/2020 13:50:00,"1,29",17,"0,00"
17/05/2020 14:00:00,"0,85",15,"0,00"
17/05/2020 14:10:00,"2,75",13,"0,00"
17/05/2020 14:20:00,"2,01",12,"0,00"
17/05/2020 14:30:00,"2,76",11,"0,00"
17/05/2020 14:40:00,"2,34",11,"0,00"
17/05/2020 14:50:00,"2,92",10,"0,00"
17/05/2020 15:00:00,"0,57",12,"0,00"
17/05/2020 15:10:00,"4,37",16,"11,55"
17/05/2020 15:20:00,"5,69",18,"86,17"
17/05/2020 15:30:00,"5,12",18,"207,81"
17/05/2020 15:40:00,"6,64",19,"233,38"
17/05/2020 15:50:00,"6,48",19,"235,27"
17/05/2020 16:00:00,"6,73",19,"266,44"
17/05/2020 16:10:00,"6,91",19,"205,68"
17/05/2020 16:20:00,"6,80",18,"199,18"
17/05/2020 16:30:00,"7,28",19,"238,29"
17/05/2020 16:40:00,"7,18",19,"221,05"
17/05/2020 16:50:00,"6,77",18,"211,72"
17/05/2020 17:00:00,"6,67",18,"176,32"
17/05/2020 17:10:00,"6,33",17,"169,17"
17/05/2020 17:20:00,"6,88",18,"191,35"
17/05/2020 17:30:00,"6,74",18,"173,96"
17/05/2020 17:40:00,"6,97",18,"210,39"
17/05/2020 17:50:00,"6,28",18,"168,92"
17/05/2020 18:00:00,"6,47",19,"150,03"
17/05/2020 18:10:00,"6,34",18,"131,64"
17/05/2020 18:20:00,"5,74",19,"123,74"
17/05/2020 18:30:00,"5,37",19,"102,92"
17/05/2020 18:40:00,"5,64",19,"104,38"
17/05/2020 18:50:00,"5,61",19,"103,38"
17/05/2020 19:00:00,"5,82",19,"117,73"
17/05/2020 19:10:00,"5,56",18,"114,61"
17/05/2020 19:20:00,"5,72",16,"120,51"
17/05/2020 19:30:00,"5,49",17,"111,08"
17/05/2020 19:40:00,"5,59",16,"81,71"
17/05/2020 19:50:00,"5,44",15,"74,79"
17/05/2020 20:00:00,"5,31",15,"68,96"
17/05/2020 20:10:00,"5,03",15,"15,56"
17/05/2020 20:20:00,"4,39",14,"0,09"
17/05/2020 20:30:00,"3,99",13,"0,00"
17/05/2020 20:40:00,"3,27",13,"0,00"
17/05/2020 20:50:00,"3,16",14,"0,00"
17/05/2020 21:00:00,"2,83",14,"0,00"
17/05/2020 21:10:00,"2,60",15,"0,00"
17/05/2020 21:20:00,"2,58",358,"0,00"
17/05/2020 21:30:00,"2,24",349,"0,00"
17/05/2020 21:40:00,"2,22",348,"0,00"
17/05/2020 21:50:00,"2,04",346,"0,00"
17/05/2020 22:00:00,"2,37",345,"0,00"
17/05/2020 22:10:00,"0,48",346,"0,00"
17/05/2020 22:20:00,"1,81",346,"0,00"
17/05/2020 22:30:00,"2,04",346,"0,00"
17/05/2020 22:40:00,"1,71",347,"0,00"
17/05/2020 22:50:00,"2,05",348,"0,00"
17/05/2020 23:00:00,"2,09",349,"0,00"
17/05/2020 23:10:00,"2,48",350,"0,00"
17/05/2020 23:20:00,"2,40",351,"0,00"
17/05/2020 23:30:00,"2,55",351,"0,00"
17/05/2020 23:40:00,"2,85",352,"0,00"
17/05/2020 23:50:00,"3,02",352,"0,00"
18/05/2020 00:00:00,"3,02",353,"0,00"
18/05/2020 00:10:00,"2,85",352,"0,00"
18/05/2020 00:20:00,"2,57",353,"0,00"
18/05/2020 00:30:00,"2,67",353,"0,00"
18/05/2020 00:40:00,"2,18",352,"0,00"
18/05/2020 00:50:00,"1,97",351,"0,00"
18/05/2020 01:00:00,"1,83",349,"0,00"
18/05/2020 01:10:00,"1,48",348,"0,00"
18/05/2020 01:20:00,"1,40",347,"0,00"
18/05/2020 01:30:00,"1,41",345,"0,00"
18/05/2020 01:40:00,"1,06",346,"0,00"
18/05/2020 01:50:00,"1,42",347,"0,00"
18/05/2020 02:00:00,"1,18",347,"0,00"
18/05/2020 02:10:00,"0,91",345,"0,00"
18/05/2020 02:20:00,"1,21",343,"0,00"
18/05/2020 02:30:00,"1,61",340,"0,00"
18/05/2020 02:40:00,"1,43",340,"0,00"
18/05/2020 02:50:00,"0,67",345,"0,00"
18/05/2020 03:00:00,"0,69",6,"0,00"
18/05/2020 03:10:00,"1,05",9,"0,00"
18/05/2020 03:20:00,"0,99",10,"0,00"
18/05/2020 03:30:00,"0,81",12,"0,00"
18/05/2020 03:40:00,"0,79",11,"0,00"
18/05/2020 03:50:00,"1,00",11,"0,00"
18/05/2020 04:00:00,"1,00",10,"0,00"
18/05/2020 04:10:00,"0,50",10,"0,00"
18/05/2020 04:20:00,"1,00",9,"0,00"
18/05/2020 04:30:00,"2,24",9,"0,00"
18/05/2020 04:40:00,"2,89",8,"0,00"
18/05/2020 04:50:00,"3,03",8,"0,00"
18/05/2020 05:00:00,"3,14",8,"0,00"
18/05/2020 05:10:00,"3,45",8,"0,00"
18/05/2020 05:20:00,"3,39",7,"0,00"
18/05/2020 05:30:00,"3,07",7,"0,00"
18/05/2020 05:40:00,"2,53",8,"0,00"
18/05/2020 05:50:00,"2,12",8,"0,00"
18/05/2020 06:00:00,"1,63",10,"0,00"
18/05/2020 06:10:00,"1,58",12,"0,00"
18/05/2020 06:20:00,"1,45",13,"0,00"
18/05/2020 06:30:00,"1,51",14,"0,00"
18/05/2020 06:40:00,"1,28",14,"0,00"
18/05/2020 06:50:00,"1,53",15,"0,00"
18/05/2020 07:00:00,"1,64",16,"0,00"
18/05/2020 07:10:00,"1,70",17,"0,00"
18/05/2020 07:20:00,"1,71",18,"0,00"
18/05/2020 07:30:00,"2,01",19,"0,00"
18/05/2020 07:40:00,"2,07",19,"0,00"
18/05/2020 07:50:00,"1,70",19,"0,00"
18/05/2020 08:00:00,"2,05",20,"0,00"
18/05/2020 08:10:00,"2,62",19,"0,00"
18/05/2020 08:20:00,"2,25",19,"0,00"
18/05/2020 08:30:00,"2,10",19,"0,00"
18/05/2020 08:40:00,"2,46",19,"0,00"
18/05/2020 08:50:00,"1,76",18,"0,00"
18/05/2020 09:00:00,"1,50",17,"0,00"
18/05/2020 09:10:00,"1,01",14,"0,00"
18/05/2020 09:20:00,"1,10",18,"0,00"
18/05/2020 09:30:00,"1,81",17,"0,00"
18/05/2020 09:40:00,"1,70",16,"0,00"
18/05/2020 09:50:00,"1,52",16,"0,00"
18/05/2020 10:00:00,"2,38",16,"0,00"
18/05/2020 10:10:00,"1,89",17,"0,00"
18/05/2020 10:20:00,"1,53",16,"0,00"
18/05/2020 10:30:00,"1,75",16,"0,00"
18/05/2020 10:40:00,"1,96",17,"0,00"
18/05/2020 10:50:00,"2,47",16,"0,00"
18/05/2020 11:00:00,"2,17",15,"0,00"
18/05/2020 11:10:00,"1,40",14,"0,00"
18/05/2020 11:20:00,"1,95",14,"0,00"
18/05/2020 11:30:00,"2,16",15,"0,00"
18/05/2020 11:40:00,"1,78",15,"0,00"
18/05/2020 11:50:00,"2,17",15,"0,00"
18/05/2020 12:00:00,"1,30",17,"0,00"
18/05/2020 12:10:00,"2,21",15,"0,00"
18/05/2020 12:20:00,"1,97",15,"0,00"
18/05/2020 12:30:00,"1,47",15,"0,00"
18/05/2020 12:40:00,"2,82",16,"0,00"
18/05/2020 12:50:00,"2,83",17,"0,00"
18/05/2020 13:00:00,"3,07",17,"0,00"
18/05/2020 13:10:00,"1,31",14,"0,00"
18/05/2020 13:20:00,"1,08",13,"0,00"
18/05/2020 13:30:00,"1,57",11,"0,00"
18/05/2020 13:40:00,"6,04",15,"132,89"
18/05/2020 13:50:00,"6,47",15,"185,85"
18/05/2020 14:00:00,"6,07",15,"197,60"
18/05/2020 14:10:00,"6,27",16,"220,26"
18/05/2020 14:20:00,"6,62",16,"288,97"
18/05/2020 14:30:00,"7,04",16,"252,49"
18/05/2020 14:40:00,"7,35",16,"256,73"
18/05/2020 14:50:00,"7,17",16,"289,99"
18/05/2020 15:00:00,"7,52",16,"340,44"
18/05/2020 15:10:00,"6,87",16,"244,52"
18/05/2020 15:20:00,"7,43",17,"301,54"
18/05/2020 15:30:00,"7,24",17,"313,41"
18/05/2020 15:40:00,"7,14",17,"294,10"
18/05/2020 15:50:00,"6,76",17,"306,39"
18/05/2020 16:00:00,"6,39",17,"237,08"
18/05/2020 16:10:00,"6,00",17,"182,20"
18/05/2020 16:20:00,"5,84",17,"143,98"
18/05/2020 16:30:00,"5,68",17,"134,60"
18/05/2020 16:40:00,"5,97",17,"137,89"
18/05/2020 16:50:00,"6,61",17,"130,58"
18/05/2020 17:00:00,"6,52",17,"114,76"
18/05/2020 17:10:00,"5,57",16,"63,05"
18/05/2020 17:20:00,"4,71",17,"23,61"
18/05/2020 17:30:00,"4,77",17,"9,46"
18/05/2020 17:40:00,"4,53",15,"2,32"
18/05/2020 17:50:00,"4,13",17,"0,55"
18/05/2020 18:00:00,"4,29",17,"0,42"
18/05/2020 18:10:00,"4,24",16,"0,49"
18/05/2020 18:20:00,"4,26",16,"0,00"
18/05/2020 18:30:00,"4,15",17,"0,00"
18/05/2020 18:40:00,"4,17",18,"0,01"
18/05/2020 18:50:00,"4,08",18,"0,00"
18/05/2020 19:00:00,"3,57",19,"0,00"
18/05/2020 19:10:00,"2,67",12,"0,00"
18/05/2020 19:20:00,"2,81",4,"0,00"
18/05/2020 19:30:00,"3,22",352,"0,00"
18/05/2020 19:40:00,"2,89",349,"0,00"
18/05/2020 19:50:00,"2,99",344,"0,00"
18/05/2020 20:00:00,"2,85",342,"0,00"
18/05/2020 20:10:00,"3,20",342,"0,00"
18/05/2020 20:20:00,"2,33",344,"0,00"
18/05/2020 20:30:00,"2,24",346,"0,00"
18/05/2020 20:40:00,"2,82",346,"0,00"
18/05/2020 20:50:00,"3,58",344,"4,06"
18/05/2020 21:00:00,"3,66",345,"2,61"
18/05/2020 21:10:00,"4,00",346,"53,67"
18/05/2020 21:20:00,"3,85",342,"96,67"
18/05/2020 21:30:00,"3,72",343,"86,17"
18/05/2020 21:40:00,"3,78",348,"72,49"
18/05/2020 21:50:00,"4,65",347,"87,55"
18/05/2020 22:00:00,"4,58",347,"70,26"
18/05/2020 22:10:00,"4,29",345,"80,49"
18/05/2020 22:20:00,"4,25",343,"93,72"
18/05/2020 22:30:00,"4,03",342,"106,39"
18/05/2020 22:40:00,"3,61",343,"18,86"
18/05/2020 22:50:00,"3,34",344,"0,00"
18/05/2020 23:00:00,"3,24",344,"0,00"
18/05/2020 23:10:00,"3,89",345,"0,00"
18/05/2020 23:20:00,"4,31",344,"0,30"
18/05/2020 23:30:00,"4,50",343,"4,39"
18/05/2020 23:40:00,"4,30",342,"9,23"
18/05/2020 23:50:00,"3,97",342,"1,80"
19/05/2020 00:00:00,"3,77",340,"0,00"
19/05/2020 00:10:00,"2,99",339,"0,00"
19/05/2020 00:20:00,"3,11",340,"0,00"
19/05/2020 00:30:00,"3,95",344,"2,49"
19/05/2020 00:40:00,"4,14",344,"0,00"
19/05/2020 00:50:00,"4,53",353,"0,00"
19/05/2020 01:00:00,"4,24",353,"21,38"
19/05/2020 01:10:00,"3,98",347,"27,62"
19/05/2020 01:20:00,"3,78",344,"2,16"
19/05/2020 01:30:00,"3,81",347,"7,98"
19/05/2020 01:40:00,"4,05",347,"0,53"
19/05/2020 01:50:00,"4,06",344,"1,92"
19/05/2020 02:00:00,"4,30",346,"71,03"
19/05/2020 02:10:00,"4,33",344,"70,53"
19/05/2020 02:20:00,"4,88",344,"109,83"
19/05/2020 02:30:00,"4,95",344,"126,91"
19/05/2020 02:40:00,"4,54",344,"140,44"
19/05/2020 02:50:00,"4,64",344,"194,20"
19/05/2020 03:00:00,"4,75",346,"223,78"
19/05/2020 03:10:00,"5,29",346,"264,59"
19/05/2020 03:20:00,"5,30",347,"304,40"
19/05/2020 03:30:00,"5,05",346,"319,60"
19/05/2020 03:40:00,"5,13",346,"336,66"
19/05/2020 03:50:00,"5,59",343,"379,38"
19/05/2020 04:00:00,"6,13",350,"435,02"
19/05/2020 04:10:00,"6,19",340,"498,41"
19/05/2020 04:20:00,"5,38",335,"542,45"
19/05/2020 04:30:00,"5,93",338,"536,22"
19/05/2020 04:40:00,"5,79",332,"483,97"
19/05/2020 04:50:00,"5,67",332,"459,91"
19/05/2020 05:00:00,"5,37",332,"486,21"
19/05/2020 05:10:00,"5,58",336,"500,65"
19/05/2020 05:20:00,"5,66",336,"547,61"
19/05/2020 05:30:00,"6,07",336,"535,50"
19/05/2020 05:40:00,"6,68",336,"438,51"
19/05/2020 05:50:00,"6,67",337,"399,08"
19/05/2020 06:00:00,"5,89",337,"336,04"
19/05/2020 06:10:00,"5,97",338,"325,65"
19/05/2020 06:20:00,"6,00",339,"386,68"
19/05/2020 06:30:00,"5,92",339,"401,47"
19/05/2020 06:40:00,"5,28",340,"285,21"
19/05/2020 06:50:00,"4,39",344,"177,41"
19/05/2020 07:00:00,"4,52",345,"134,82"
19/05/2020 07:10:00,"4,29",346,"126,32"
19/05/2020 07:20:00,"4,24",346,"114,75"
19/05/2020 07:30:00,"4,33",347,"123,41"
19/05/2020 07:40:00,"4,44",348,"121,87"
19/05/2020 07:50:00,"4,30",349,"103,99"
19/05/2020 08:00:00,"4,45",351,"110,06"
19/05/2020 08:10:00,"4,75",352,"167,60"
19/05/2020 08:20:00,"4,71",354,"188,78"
19/05/2020 08:30:00,"4,91",355,"183,66"
19/05/2020 08:40:00,"4,45",357,"152,22"
19/05/2020 08:50:00,"4,13",360,"108,74"
19/05/2020 09:00:00,"4,24",2,"75,40"
19/05/2020 09:10:00,"4,23",3,"61,17"
19/05/2020 09:20:00,"4,41",3,"63,88"
19/05/2020 09:30:00,"4,09",11,"52,35"
19/05/2020 09:40:00,"4,16",9,"39,58"
19/05/2020 09:50:00,"3,98",7,"47,61"
19/05/2020 10:00:00,"4,04",7,"60,21"
19/05/2020 10:10:00,"4,00",6,"21,16"
19/05/2020 10:20:00,"3,92",4,"0,83"
19/05/2020 10:30:00,"3,87",3,"0,00"
19/05/2020 10:40:00,"3,91",4,"0,01"
19/05/2020 10:50:00,"3,41",6,"0,00"
19/05/2020 11:00:00,"3,35",7,"0,00"
19/05/2020 11:10:00,"3,46",7,"0,00"
19/05/2020 11:20:00,"3,00",7,"0,00"
19/05/2020 11:30:00,"2,89",6,"0,00"
19/05/2020 11:40:00,"2,10",9,"0,00"
19/05/2020 11:50:00,"1,20",12,"0,00"
19/05/2020 12:00:00,"1,97",10,"0,00"
19/05/2020 12:10:00,"2,55",12,"0,00"
19/05/2020 12:20:00,"2,96",13,"0,00"
19/05/2020 12:30:00,"3,46",15,"0,00"
19/05/2020 12:40:00,"2,69",18,"0,00"
19/05/2020 12:50:00,"3,27",19,"0,00"
19/05/2020 13:00:00,"3,92",20,"0,00"
19/05/2020 13:10:00,"3,26",21,"0,00"
19/05/2020 13:20:00,"3,06",21,"0,00"
19/05/2020 13:30:00,"2,82",20,"0,00"
19/05/2020 13:40:00,"2,00",21,"0,00"
19/05/2020 13:50:00,"3,47",24,"0,40"
19/05/2020 14:00:00,"2,43",24,"4,27"
19/05/2020 14:10:00,"3,24",26,"0,01"
19/05/2020 14:20:00,"2,60",25,"13,65"
19/05/2020 14:30:00,"3,08",26,"4,15"
19/05/2020 14:40:00,"3,05",25,"18,70"
19/05/2020 14:50:00,"2,82",26,"15,87"
19/05/2020 15:00:00,"3,50",28,"3,93"
19/05/2020 15:10:00,"3,75",26,"12,38"
19/05/2020 15:20:00,"4,45",26,"2,30"
19/05/2020 15:30:00,"3,58",27,"0,62"
19/05/2020 15:40:00,"2,10",27,"2,00"
19/05/2020 15:50:00,"4,85",28,"77,24"
19/05/2020 16:00:00,"5,34",27,"123,58"
19/05/2020 16:10:00,"6,21",27,"157,94"
19/05/2020 16:20:00,"6,31",28,"138,53"
19/05/2020 16:30:00,"6,31",28,"153,63"
19/05/2020 16:40:00,"6,10",28,"144,72"
19/05/2020 16:50:00,"6,02",27,"119,67"
19/05/2020 17:00:00,"6,42",26,"157,40"
19/05/2020 17:10:00,"5,75",25,"109,43"
19/05/2020 17:20:00,"5,60",25,"114,55"
19/05/2020 17:30:00,"5,75",25,"109,71"
19/05/2020 17:40:00,"5,10",26,"79,49"
19/05/2020 17:50:00,"5,36",26,"72,00"
19/05/2020 18:00:00,"5,43",26,"85,25"
19/05/2020 18:10:00,"5,40",27,"65,55"
19/05/2020 18:20:00,"5,29",26,"55,48"
19/05/2020 18:30:00,"4,95",26,"12,54"
19/05/2020 18:40:00,"4,87",27,"0,86"
19/05/2020 18:50:00,"4,31",26,"7,62"
19/05/2020 19:00:00,"4,47",24,"12,94"
19/05/2020 19:10:00,"3,93",25,"1,53"
19/05/2020 19:20:00,"3,63",25,"0,00"
19/05/2020 19:30:00,"4,00",25,"0,00"
19/05/2020 19:40:00,"3,77",30,"0,00"
19/05/2020 19:50:00,"3,52",36,"0,00"
19/05/2020 20:00:00,"3,30",36,"0,00"
19/05/2020 20:10:00,"2,97",24,"0,00"
19/05/2020 20:20:00,"2,95",20,"0,00"
19/05/2020 20:30:00,"4,01",19,"0,00"
19/05/2020 20:40:00,"4,21",16,"26,33"
19/05/2020 20:50:00,"3,19",15,"0,63"
19/05/2020 21:00:00,"2,67",17,"0,00"
19/05/2020 21:10:00,"2,62",18,"0,00"
19/05/2020 21:20:00,"2,48",19,"0,00"
19/05/2020 21:30:00,"1,93",15,"0,00"
19/05/2020 21:40:00,"1,57",17,"0,00"
19/05/2020 21:50:00,"1,86",13,"0,00"
19/05/2020 22:00:00,"1,92",13,"0,00"
19/05/2020 22:10:00,"2,23",12,"0,00"
19/05/2020 22:20:00,"2,00",9,"0,00"
19/05/2020 22:30:00,"1,81",8,"0,00"
19/05/2020 22:40:00,"0,91",8,"0,00"
19/05/2020 22:50:00,"1,29",9,"0,00"
19/05/2020 23:00:00,"1,64",9,"0,00"
19/05/2020 23:10:00,"2,29",11,"0,00"
19/05/2020 23:20:00,"2,48",11,"0,00"
19/05/2020 23:30:00,"2,30",13,"0,00"
19/05/2020 23:40:00,"2,36",15,"0,00"
19/05/2020 23:50:00,"2,25",18,"0,00"
20/05/2020 00:00:00,"2,04",17,"0,00"
20/05/2020 00:10:00,"2,16",16,"0,00"
20/05/2020 00:20:00,"2,14",16,"0,00"
20/05/2020 00:30:00,"1,93",16,"0,00"
20/05/2020 00:40:00,"1,56",16,"0,00"
20/05/2020 00:50:00,"1,26",16,"0,00"
20/05/2020 01:00:00,"1,29",17,"0,00"
20/05/2020 01:10:00,"1,34",18,"0,00"
20/05/2020 01:20:00,"1,46",19,"0,00"
20/05/2020 01:30:00,"1,92",20,"0,00"
20/05/2020 01:40:00,"1,83",21,"0,00"
20/05/2020 01:50:00,"1,25",20,"0,00"
20/05/2020 02:00:00,"1,03",20,"0,00"
20/05/2020 02:10:00,"1,04",20,"0,00"
20/05/2020 02:20:00,"1,06",20,"0,00"
20/05/2020 02:30:00,"0,82",17,"0,00"
20/05/2020 02:40:00,"0,91",17,"0,00"
20/05/2020 02:50:00,"0,54",16,"0,00"
20/05/2020 03:00:00,"0,35",18,"0,00"
20/05/2020 03:10:00,"0,35",18,"0,00"
20/05/2020 03:20:00,"0,35",19,"0,00"
20/05/2020 03:30:00,"0,35",18,"0,00"
20/05/2020 03:40:00,"0,35",18,"0,00"
20/05/2020 03:50:00,"0,35",18,"0,00"
20/05/2020 04:00:00,"0,35",18,"0,00"
20/05/2020 04:10:00,"0,35",19,"0,00"
20/05/2020 04:20:00,"0,68",17,"0,00"
20/05/2020 04:30:00,"0,82",18,"0,00"
20/05/2020 04:40:00,"0,87",24,"0,00"
20/05/2020 04:50:00,"1,88",33,"0,00"
20/05/2020 05:00:00,"3,22",34,"0,00"
20/05/2020 05:10:00,"3,30",32,"0,00"
20/05/2020 05:20:00,"3,16",31,"0,00"
20/05/2020 05:30:00,"2,42",31,"0,00"
20/05/2020 05:40:00,"2,39",29,"0,00"
20/05/2020 05:50:00,"2,36",28,"0,00"
20/05/2020 06:00:00,"2,36",33,"0,00"
20/05/2020 06:10:00,"1,46",39,"0,00"
20/05/2020 06:20:00,"0,56",43,"0,00"
20/05/2020 06:30:00,"1,09",41,"0,00"
20/05/2020 06:40:00,"0,68",39,"0,00"
20/05/2020 06:50:00,"0,90",38,"0,00"
20/05/2020 07:00:00,"0,80",38,"0,00"
20/05/2020 07:10:00,"1,14",37,"0,00"
20/05/2020 07:20:00,"1,94",35,"0,00"
20/05/2020 07:30:00,"1,93",37,"0,00"
20/05/2020 07:40:00,"2,00",38,"0,00"
20/05/2020 07:50:00,"1,37",40,"0,00"
20/05/2020 08:00:00,"1,06",41,"0,00"
20/05/2020 08:10:00,"0,77",45,"0,00"
20/05/2020 08:20:00,"1,02",48,"0,00"
20/05/2020 08:30:00,"1,53",45,"0,00"
20/05/2020 08:40:00,"1,30",46,"0,00"
20/05/2020 08:50:00,"2,43",46,"0,00"
20/05/2020 09:00:00,"1,99",48,"0,00"
20/05/2020 09:10:00,"1,42",49,"0,00"
20/05/2020 09:20:00,"1,03",50,"0,00"
20/05/2020 09:30:00,"1,29",51,"0,00"
20/05/2020 09:40:00,"1,47",51,"0,00"
20/05/2020 09:50:00,"0,99",52,"0,00"
20/05/2020 10:00:00,"1,06",52,"0,00"
20/05/2020 10:10:00,"1,13",53,"0,00"
20/05/2020 10:20:00,"1,45",52,"0,00"
20/05/2020 10:30:00,-,-,-
20/05/2020 10:40:00,-,-,-
20/05/2020 10:50:00,-,-,-
20/05/2020 11:00:00,-,-,-
20/05/2020 11:10:00,-,-,-
20/05/2020 11:20:00,-,-,-
20/05/2020 11:30:00,-,-,-
20/05/2020 11:40:00,-,-,-
20/05/2020 11:50:00,-,-,-
20/05/2020 12:00:00,-,-,-
20/05/2020 12:10:00,-,-,-
20/05/2020 12:20:00,-,-,-
20/05/2020 12:30:00,-,-,-
20/05/2020 12:40:00,-,-,-
20/05/2020 12:50:00,-,-,-
20/05/2020 13:00:00,-,-,-
20/05/2020 13:10:00,-,-,-
20/05/2020 13:20:00,-,-,-
20/05/2020 13:30:00,-,-,-
20/05/2020 13:40:00,-,-,-
20/05/2020 13:50:00,-,-,-
20/05/2020 14:00:00,-,-,-
20/05/2020 14:10:00,-,-,-
20/05/2020 14:20:00,-,-,-
20/05/2020 14:30:00,-,-,-
20/05/2020 14:40:00,-,-,-
20/05/2020 14:50:00,-,-,-
20/05/2020 15:00:00,-,-,-
20/05/2020 15:10:00,-,-,-
20/05/2020 15:20:00,-,-,-
20/05/2020 15:30:00,-,-,-
20/05/2020 15:40:00,-,-,-
20/05/2020 15:50:00,-,-,-
20/05/2020 16:00:00,-,-,-
20/05/2020 16:10:00,-,-,-
20/05/2020 16:20:00,-,-,-
20/05/2020 16:30:00,-,-,-
20/05/2020 16:40:00,-,-,-
20/05/2020 16:50:00,-,-,-
20/05/2020 17:00:00,-,-,-
20/05/2020 17:10:00,-,-,-
20/05/2020 17:20:00,-,-,-
20/05/2020 17:30:00,-,-,-
20/05/2020 17:40:00,-,-,-
20/05/2020 17:50:00,-,-,-
20/05/2020 18:00:00,-,-,-
20/05/2020 18:10:00,-,-,-
20/05/2020 18:20:00,-,-,-
20/05/2020 18:30:00,-,-,-
20/05/2020 18:40:00,-,-,-
20/05/2020 18:50:00,-,-,-
20/05/2020 19:00:00,-,-,-
20/05/2020 19:10:00,-,-,-
20/05/2020 19:20:00,-,-,-
20/05/2020 19:30:00,-,-,-
20/05/2020 19:40:00,-,-,-
20/05/2020 19:50:00,-,-,-
20/05/2020 20:00:00,-,-,-
20/05/2020 20:10:00,-,-,-
20/05/2020 20:20:00,-,-,-
20/05/2020 20:30:00,-,-,-
20/05/2020 20:40:00,-,-,-
20/05/2020 20:50:00,-,-,-
20/05/2020 21:00:00,-,-,-
20/05/2020 21:10:00,-,-,-
20/05/2020 21:20:00,-,-,-
20/05/2020 21:30:00,-,-,-
20/05/2020 21:40:00,-,-,-
20/05/2020 21:50:00,-,-,-
20/05/2020 22:00:00,-,-,-
20/05/2020 22:10:00,-,-,-
20/05/2020 22:20:00,-,-,-
20/05/2020 22:30:00,-,-,-
20/05/2020 22:40:00,-,-,-
20/05/2020 22:50:00,-,-,-
20/05/2020 23:00:00,-,-,-
20/05/2020 23:10:00,-,-,-
20/05/2020 23:20:00,-,-,-
20/05/2020 23:30:00,-,-,-
20/05/2020 23:40:00,-,-,-
20/05/2020 23:50:00,-,-,-
21/05/2020 00:00:00,-,-,-
