Date,Speed (m/s),Direction (º),Energy (kWh)
20/04/2020 00:10:00,"4,69",48,"1,83"
20/04/2020 00:20:00,"4,91",47,"37,93"
20/04/2020 00:30:00,"5,01",48,"59,51"
20/04/2020 00:40:00,"4,94",50,"76,55"
20/04/2020 00:50:00,"4,71",50,"82,43"
20/04/2020 01:00:00,"4,75",50,"62,23"
20/04/2020 01:10:00,"4,61",49,"60,44"
20/04/2020 01:20:00,"4,60",49,"65,81"
20/04/2020 01:30:00,"4,49",47,"65,73"
20/04/2020 01:40:00,"4,43",43,"60,80"
20/04/2020 01:50:00,"5,04",45,"119,36"
20/04/2020 02:00:00,"4,97",45,"151,45"
20/04/2020 02:10:00,"5,04",43,"114,14"
20/04/2020 02:20:00,"5,02",44,"76,97"
20/04/2020 02:30:00,"5,14",44,"63,84"
20/04/2020 02:40:00,"4,87",47,"47,14"
20/04/2020 02:50:00,"4,90",48,"69,50"
20/04/2020 03:00:00,"5,11",47,"80,40"
20/04/2020 03:10:00,"5,04",46,"78,87"
20/04/2020 03:20:00,"4,88",45,"71,76"
20/04/2020 03:30:00,"4,45",43,"58,89"
20/04/2020 03:40:00,"4,02",41,"16,30"
20/04/2020 03:50:00,"3,60",42,"4,48"
20/04/2020 04:00:00,"2,41",37,"36,03"
20/04/2020 04:10:00,"1,72",36,"2,66"
20/04/2020 04:20:00,"1,74",45,"0,00"
20/04/2020 04:30:00,"2,32",38,"0,00"
20/04/2020 04:40:00,"1,87",37,"0,00"
20/04/2020 04:50:00,"1,85",38,"0,00"
20/04/2020 05:00:00,"1,66",41,"0,00"
20/04/2020 05:10:00,"1,66",42,"0,00"
20/04/2020 05:20:00,"1,33",44,"0,00"
20/04/2020 05:30:00,"0,87",44,"0,00"
20/04/2020 05:40:00,"0,80",42,"0,00"
20/04/2020 05:50:00,"1,09",38,"0,00"
20/04/2020 06:00:00,"0,78",38,"0,00"
20/04/2020 06:10:00,"1,39",38,"0,00"
20/04/2020 06:20:00,"1,53",43,"0,00"
20/04/2020 06:30:00,"1,29",72,"0,00"
20/04/2020 06:40:00,"1,41",39,"0,00"
20/04/2020 06:50:00,"1,47",38,"0,00"
20/04/2020 07:00:00,"2,14",39,"0,00"
20/04/2020 07:10:00,"1,55",38,"0,00"
20/04/2020 07:20:00,"1,07",38,"0,00"
20/04/2020 07:30:00,"1,85",41,"0,00"
20/04/2020 07:40:00,"1,18",35,"0,00"
20/04/2020 07:50:00,"1,61",36,"0,00"
20/04/2020 08:00:00,"1,42",35,"0,00"
20/04/2020 08:10:00,"1,64",37,"0,00"
20/04/2020 08:20:00,"1,54",35,"0,00"
20/04/2020 08:30:00,"1,74",38,"0,00"
20/04/2020 08:40:00,"1,84",37,"0,00"
20/04/2020 08:50:00,"2,10",41,"0,00"
20/04/2020 09:00:00,"2,64",47,"0,00"
20/04/2020 09:10:00,"3,01",39,"0,00"
20/04/2020 09:20:00,"3,57",38,"0,00"
20/04/2020 09:30:00,"3,78",38,"0,00"
20/04/2020 09:40:00,"3,62",41,"0,00"
20/04/2020 09:50:00,"3,45",43,"0,00"
20/04/2020 10:00:00,"3,10",40,"0,00"
20/04/2020 10:10:00,"2,39",40,"0,00"
20/04/2020 10:20:00,"3,48",39,"0,00"
20/04/2020 10:30:00,"3,70",42,"0,00"
20/04/2020 10:40:00,"3,58",44,"0,00"
20/04/2020 10:50:00,"3,66",43,"0,00"
20/04/2020 11:00:00,"3,29",45,"0,00"
20/04/2020 11:10:00,"3,64",43,"0,00"
20/04/2020 11:20:00,"3,46",45,"0,00"
20/04/2020 11:30:00,"3,39",49,"0,13"
20/04/2020 11:40:00,"2,79",48,"0,00"
20/04/2020 11:50:00,"3,54",40,"0,00"
20/04/2020 12:00:00,"4,71",29,"5,32"
20/04/2020 12:10:00,"4,86",24,"61,41"
20/04/2020 12:20:00,"4,35",25,"2,34"
20/04/2020 12:30:00,"4,35",30,"8,70"
20/04/2020 12:40:00,"3,60",21,"0,11"
20/04/2020 12:50:00,"3,79",24,"0,16"
20/04/2020 13:00:00,"3,70",24,"0,74"
20/04/2020 13:10:00,"2,94",21,"0,03"
20/04/2020 13:20:00,"3,55",24,"2,71"
20/04/2020 13:30:00,"2,91",20,"0,00"
20/04/2020 13:40:00,"2,89",18,"0,00"
20/04/2020 13:50:00,"3,52",17,"0,00"
20/04/2020 14:00:00,"3,42",17,"0,00"
20/04/2020 14:10:00,"2,51",11,"0,00"
20/04/2020 14:20:00,"2,78",12,"0,00"
20/04/2020 14:30:00,"3,60",8,"0,00"
20/04/2020 14:40:00,"3,36",12,"0,00"
20/04/2020 14:50:00,"2,51",9,"0,00"
20/04/2020 15:00:00,"1,83",10,"0,00"
20/04/2020 15:10:00,"1,09",9,"0,00"
20/04/2020 15:20:00,"0,85",11,"0,00"
20/04/2020 15:30:00,"1,89",12,"0,00"
20/04/2020 15:40:00,"0,72",9,"0,03"
20/04/2020 15:50:00,"3,02",11,"17,03"
20/04/2020 16:00:00,"4,52",3,"45,72"
20/04/2020 16:10:00,"4,10",358,"62,89"
20/04/2020 16:20:00,"3,90",358,"19,61"
20/04/2020 16:30:00,"5,28",5,"17,27"
20/04/2020 16:40:00,"6,22",19,"64,54"
20/04/2020 16:50:00,"5,48",20,"30,98"
20/04/2020 17:00:00,"5,25",22,"50,23"
20/04/2020 17:10:00,"4,57",18,"63,22"
20/04/2020 17:20:00,"5,80",20,"115,13"
20/04/2020 17:30:00,"5,52",19,"128,19"
20/04/2020 17:40:00,"6,17",20,"122,78"
20/04/2020 17:50:00,"4,59",14,"135,05"
20/04/2020 18:00:00,"4,74",20,"128,26"
20/04/2020 18:10:00,"5,03",28,"233,04"
20/04/2020 18:20:00,"4,49",33,"143,27"
20/04/2020 18:30:00,"4,90",39,"240,94"
20/04/2020 18:40:00,"4,55",42,"277,45"
20/04/2020 18:50:00,"5,04",49,"180,78"
20/04/2020 19:00:00,"4,74",45,"138,45"
20/04/2020 19:10:00,"4,35",50,"146,18"
20/04/2020 19:20:00,"4,53",51,"220,26"
20/04/2020 19:30:00,"4,36",54,"224,47"
20/04/2020 19:40:00,"5,35",41,"265,28"
20/04/2020 19:50:00,"4,81",40,"351,92"
20/04/2020 20:00:00,"3,94",39,"292,60"
20/04/2020 20:10:00,"3,88",39,"156,17"
20/04/2020 20:20:00,"4,10",39,"96,49"
20/04/2020 20:30:00,"3,94",40,"66,26"
20/04/2020 20:40:00,"2,71",41,"9,04"
20/04/2020 20:50:00,"2,85",41,"68,04"
20/04/2020 21:00:00,"2,99",39,"107,70"
20/04/2020 21:10:00,"2,63",41,"50,57"
20/04/2020 21:20:00,"2,82",40,"33,29"
20/04/2020 21:30:00,"3,31",38,"77,17"
20/04/2020 21:40:00,"3,43",39,"58,10"
20/04/2020 21:50:00,"3,06",40,"39,64"
20/04/2020 22:00:00,"2,77",40,"21,16"
20/04/2020 22:10:00,"3,06",40,"61,55"
20/04/2020 22:20:00,"2,93",40,"70,70"
20/04/2020 22:30:00,"3,26",44,"72,99"
20/04/2020 22:40:00,"3,74",47,"119,79"
20/04/2020 22:50:00,"4,51",41,"189,17"
20/04/2020 23:00:00,"4,90",37,"158,29"
20/04/2020 23:10:00,"5,32",36,"124,57"
20/04/2020 23:20:00,"5,20",38,"154,57"
20/04/2020 23:30:00,"4,75",40,"140,22"
20/04/2020 23:40:00,"4,85",39,"201,72"
20/04/2020 23:50:00,"5,55",35,"223,55"
21/04/2020 00:00:00,"5,09",37,"218,58"
21/04/2020 00:10:00,"5,26",35,"165,90"
21/04/2020 00:20:00,"4,60",35,"157,33"
21/04/2020 00:30:00,"5,03",35,"146,99"
21/04/2020 00:40:00,"4,20",39,"119,61"
21/04/2020 00:50:00,"4,96",39,"162,40"
21/04/2020 01:00:00,"4,76",40,"160,25"
21/04/2020 01:10:00,"4,79",41,"157,01"
21/04/2020 01:20:00,"4,45",42,"122,53"
21/04/2020 01:30:00,"4,41",43,"118,61"
21/04/2020 01:40:00,"4,62",44,"187,16"
21/04/2020 01:50:00,"5,04",38,"252,28"
21/04/2020 02:00:00,"5,07",38,"244,58"
21/04/2020 02:10:00,"4,77",41,"244,26"
21/04/2020 02:20:00,"4,56",44,"197,61"
21/04/2020 02:30:00,"4,07",45,"123,16"
21/04/2020 02:40:00,"4,15",44,"103,62"
21/04/2020 02:50:00,"4,62",45,"144,54"
21/04/2020 03:00:00,"4,80",45,"180,12"
21/04/2020 03:10:00,"4,62",46,"114,97"
21/04/2020 03:20:00,"4,47",45,"88,21"
21/04/2020 03:30:00,"4,74",47,"50,74"
21/04/2020 03:40:00,"5,15",47,"28,22"
21/04/2020 03:50:00,"4,89",49,"32,56"
21/04/2020 04:00:00,"4,26",48,"8,79"
21/04/2020 04:10:00,"4,34",48,"22,11"
21/04/2020 04:20:00,"4,29",47,"33,61"
21/04/2020 04:30:00,"3,46",47,"0,53"
21/04/2020 04:40:00,"3,59",46,"0,90"
21/04/2020 04:50:00,"3,11",46,"2,51"
21/04/2020 05:00:00,"3,50",46,"3,22"
21/04/2020 05:10:00,"3,56",46,"7,49"
21/04/2020 05:20:00,"4,04",46,"0,98"
21/04/2020 05:30:00,"3,30",46,"2,87"
21/04/2020 05:40:00,"3,83",48,"0,00"
21/04/2020 05:50:00,"3,71",46,"0,00"
21/04/2020 06:00:00,"3,21",50,"0,00"
21/04/2020 06:10:00,"2,81",49,"0,00"
21/04/2020 06:20:00,"3,25",50,"0,01"
21/04/2020 06:30:00,"4,25",51,"0,09"
21/04/2020 06:40:00,"3,72",48,"0,00"
21/04/2020 06:50:00,"3,46",47,"0,01"
21/04/2020 07:00:00,"3,89",48,"0,03"
21/04/2020 07:10:00,"3,03",49,"0,00"
21/04/2020 07:20:00,"3,27",48,"0,00"
21/04/2020 07:30:00,"4,20",49,"0,39"
21/04/2020 07:40:00,"4,14",49,"0,40"
21/04/2020 07:50:00,"4,67",50,"7,41"
21/04/2020 08:00:00,"5,07",49,"81,03"
21/04/2020 08:10:00,"5,86",48,"178,61"
21/04/2020 08:20:00,"5,85",49,"124,30"
21/04/2020 08:30:00,"4,89",48,"54,36"
21/04/2020 08:40:00,"6,18",48,"156,72"
21/04/2020 08:50:00,"5,68",46,"118,65"
21/04/2020 09:00:00,"4,82",46,"37,94"
21/04/2020 09:10:00,"4,91",48,"24,97"
21/04/2020 09:20:00,"5,14",48,"27,85"
21/04/2020 09:30:00,"4,37",49,"15,17"
21/04/2020 09:40:00,"4,70",54,"8,03"
21/04/2020 09:50:00,"4,05",55,"0,22"
21/04/2020 10:00:00,"4,53",55,"0,28"
21/04/2020 10:10:00,"4,14",55,"0,00"
21/04/2020 10:20:00,"3,10",59,"0,00"
21/04/2020 10:30:00,"3,91",57,"0,49"
21/04/2020 10:40:00,"4,20",57,"0,04"
21/04/2020 10:50:00,"4,59",60,"1,56"
21/04/2020 11:00:00,"4,25",61,"0,93"
21/04/2020 11:10:00,"3,96",59,"0,05"
21/04/2020 11:20:00,"4,60",57,"10,49"
21/04/2020 11:30:00,"4,29",61,"0,12"
21/04/2020 11:40:00,"4,58",53,"7,11"
21/04/2020 11:50:00,"3,96",47,"0,97"
21/04/2020 12:00:00,"5,05",39,"36,76"
21/04/2020 12:10:00,"4,67",29,"27,32"
21/04/2020 12:20:00,"5,07",28,"69,76"
21/04/2020 12:30:00,"4,75",26,"38,10"
21/04/2020 12:40:00,"5,07",23,"38,87"
21/04/2020 12:50:00,"4,69",24,"5,37"
21/04/2020 13:00:00,"3,98",23,"35,99"
21/04/2020 13:10:00,"5,59",22,"143,89"
21/04/2020 13:20:00,"4,84",22,"62,03"
21/04/2020 13:30:00,"3,66",21,"47,34"
21/04/2020 13:40:00,"6,02",20,"106,39"
21/04/2020 13:50:00,"6,21",22,"141,94"
21/04/2020 14:00:00,"6,38",21,"181,08"
21/04/2020 14:10:00,"6,03",22,"169,20"
21/04/2020 14:20:00,"6,44",23,"215,58"
21/04/2020 14:30:00,"6,44",25,"195,97"
21/04/2020 14:40:00,"7,02",31,"287,76"
21/04/2020 14:50:00,"6,35",35,"331,64"
21/04/2020 15:00:00,"6,56",44,"312,67"
21/04/2020 15:10:00,"7,01",48,"276,87"
21/04/2020 15:20:00,"7,07",50,"271,14"
21/04/2020 15:30:00,"6,74",51,"246,84"
21/04/2020 15:40:00,"7,07",49,"382,23"
21/04/2020 15:50:00,"6,31",50,"276,19"
21/04/2020 16:00:00,"6,23",55,"172,25"
21/04/2020 16:10:00,"6,45",55,"128,57"
21/04/2020 16:20:00,"5,95",55,"112,30"
21/04/2020 16:30:00,"5,30",55,"77,19"
21/04/2020 16:40:00,"4,18",56,"27,09"
21/04/2020 16:50:00,"4,31",55,"46,55"
21/04/2020 17:00:00,"4,59",55,"72,91"
21/04/2020 17:10:00,"4,59",55,"65,30"
21/04/2020 17:20:00,"5,04",56,"60,20"
21/04/2020 17:30:00,"5,29",55,"42,70"
21/04/2020 17:40:00,"5,61",55,"85,93"
21/04/2020 17:50:00,"5,66",55,"72,41"
21/04/2020 18:00:00,"5,18",55,"45,71"
21/04/2020 18:10:00,"4,27",54,"12,55"
21/04/2020 18:20:00,"4,37",53,"16,91"
21/04/2020 18:30:00,"5,27",52,"33,28"
21/04/2020 18:40:00,"4,70",51,"0,19"
21/04/2020 18:50:00,"5,11",50,"18,87"
21/04/2020 19:00:00,"5,42",49,"86,16"
21/04/2020 19:10:00,"5,67",47,"98,02"
21/04/2020 19:20:00,"4,71",46,"28,49"
21/04/2020 19:30:00,"4,47",45,"8,71"
21/04/2020 19:40:00,"3,93",44,"0,73"
21/04/2020 19:50:00,"3,74",43,"0,04"
21/04/2020 20:00:00,"4,71",43,"1,89"
21/04/2020 20:10:00,"6,13",42,"117,41"
21/04/2020 20:20:00,"5,84",40,"146,19"
21/04/2020 20:30:00,"5,26",39,"112,05"
21/04/2020 20:40:00,"5,18",38,"113,35"
21/04/2020 20:50:00,"5,06",37,"41,28"
21/04/2020 21:00:00,"4,96",37,"34,82"
21/04/2020 21:10:00,"5,38",36,"52,62"
21/04/2020 21:20:00,"5,65",34,"191,16"
21/04/2020 21:30:00,"5,88",33,"188,71"
21/04/2020 21:40:00,"6,21",32,"174,36"
21/04/2020 21:50:00,"6,26",32,"164,83"
21/04/2020 22:00:00,"5,56",31,"153,41"
21/04/2020 22:10:00,"5,68",31,"102,53"
21/04/2020 22:20:00,"5,60",30,"88,54"
21/04/2020 22:30:00,"5,79",30,"113,19"
21/04/2020 22:40:00,"6,21",29,"138,20"
21/04/2020 22:50:00,"7,19",28,"237,36"
21/04/2020 23:00:00,"6,61",28,"193,75"
21/04/2020 23:10:00,"6,62",28,"202,97"
21/04/2020 23:20:00,"6,21",28,"287,71"
21/04/2020 23:30:00,"6,19",27,"288,93"
21/04/2020 23:40:00,"6,60",26,"246,22"
21/04/2020 23:50:00,"6,89",23,"179,26"
22/04/2020 00:00:00,"5,48",17,"158,26"
22/04/2020 00:10:00,"7,74",15,"264,26"
22/04/2020 00:20:00,"7,58",14,"329,84"
22/04/2020 00:30:00,"7,68",12,"333,89"
22/04/2020 00:40:00,"6,56",11,"182,10"
22/04/2020 00:50:00,"5,36",9,"22,12"
22/04/2020 01:00:00,"5,55",8,"78,03"
22/04/2020 01:10:00,"5,87",7,"152,43"
22/04/2020 01:20:00,"6,62",6,"271,31"
22/04/2020 01:30:00,"5,35",6,"145,46"
22/04/2020 01:40:00,"5,37",6,"105,01"
22/04/2020 01:50:00,"5,52",5,"183,72"
22/04/2020 02:00:00,"5,80",4,"138,32"
22/04/2020 02:10:00,"4,50",4,"11,54"
22/04/2020 02:20:00,"3,64",4,"0,98"
22/04/2020 02:30:00,"2,91",4,"0,00"
22/04/2020 02:40:00,"1,97",4,"1,63"
22/04/2020 02:50:00,"1,76",4,"38,72"
22/04/2020 03:00:00,"2,77",4,"84,83"
22/04/2020 03:10:00,"4,28",4,"162,55"
22/04/2020 03:20:00,"6,07",4,"125,43"
22/04/2020 03:30:00,"5,65",4,"66,79"
22/04/2020 03:40:00,"5,64",4,"104,07"
22/04/2020 03:50:00,"4,79",4,"101,83"
22/04/2020 04:00:00,"5,27",3,"71,74"
22/04/2020 04:10:00,"5,94",3,"94,76"
22/04/2020 04:20:00,"6,05",3,"142,35"
22/04/2020 04:30:00,"5,72",2,"130,03"
22/04/2020 04:40:00,"5,86",2,"99,16"
22/04/2020 04:50:00,"6,06",2,"121,74"
22/04/2020 05:00:00,"4,65",2,"55,28"
22/04/2020 05:10:00,"4,30",1,"37,12"
22/04/2020 05:20:00,"4,01",1,"27,84"
22/04/2020 05:30:00,"4,55",1,"35,32"
22/04/2020 05:40:00,"4,99",1,"21,87"
22/04/2020 05:50:00,"4,81",1,"67,56"
22/04/2020 06:00:00,"4,09",1,"17,73"
22/04/2020 06:10:00,"4,47",1,"0,00"
22/04/2020 06:20:00,-,-,-
22/04/2020 06:30:00,-,-,-
22/04/2020 06:40:00,-,-,-
22/04/2020 06:50:00,-,-,-
22/04/2020 07:00:00,-,-,-
22/04/2020 07:10:00,-,-,-
22/04/2020 07:20:00,-,-,-
22/04/2020 07:30:00,-,-,-
22/04/2020 07:40:00,-,-,-
22/04/2020 07:50:00,-,-,-
22/04/2020 08:00:00,-,-,-
22/04/2020 08:10:00,-,-,-
22/04/2020 08:20:00,-,-,-
22/04/2020 08:30:00,-,-,-
22/04/2020 08:40:00,-,-,-
22/04/2020 08:50:00,-,-,-
22/04/2020 09:00:00,-,-,-
22/04/2020 09:10:00,-,-,-
22/04/2020 09:20:00,-,-,-
22/04/2020 09:30:00,-,-,-
22/04/2020 09:40:00,-,-,-
22/04/2020 09:50:00,-,-,-
22/04/2020 10:00:00,-,-,-
22/04/2020 10:10:00,-,-,-
22/04/2020 10:20:00,-,-,-
22/04/2020 10:30:00,-,-,-
22/04/2020 10:40:00,-,-,-
22/04/2020 10:50:00,-,-,-
22/04/2020 11:00:00,-,-,-
22/04/2020 11:10:00,-,-,-
22/04/2020 11:20:00,-,-,-
22/04/2020 11:30:00,-,-,-
22/04/2020 11:40:00,-,-,-
22/04/2020 11:50:00,-,-,-
22/04/2020 12:00:00,-,-,-
22/04/2020 12:10:00,-,-,-
22/04/2020 12:20:00,-,-,-
22/04/2020 12:30:00,"5,30",38,"0,06"
22/04/2020 12:40:00,"4,63",37,"0,00"
22/04/2020 12:50:00,"4,91",36,"0,01"
22/04/2020 13:00:00,"4,95",34,"1,45"
22/04/2020 13:10:00,"5,48",36,"3,86"
22/04/2020 13:20:00,"5,18",35,"10,63"
22/04/2020 13:30:00,"5,16",34,"51,60"
22/04/2020 13:40:00,"5,17",32,"62,94"
22/04/2020 13:50:00,"4,91",29,"44,12"
22/04/2020 14:00:00,"4,93",29,"19,94"
22/04/2020 14:10:00,"4,76",33,"12,84"
22/04/2020 14:20:00,"4,86",33,"25,32"
22/04/2020 14:30:00,"3,77",32,"7,09"
22/04/2020 14:40:00,"3,48",29,"0,43"
22/04/2020 14:50:00,"3,66",33,"0,08"
22/04/2020 15:00:00,"3,92",35,"0,00"
22/04/2020 15:10:00,"3,42",38,"0,00"
22/04/2020 15:20:00,"3,08",38,"0,00"
22/04/2020 15:30:00,"3,65",37,"0,00"
22/04/2020 15:40:00,"3,23",42,"0,00"
22/04/2020 15:50:00,"4,20",38,"9,25"
22/04/2020 16:00:00,"4,06",37,"2,61"
22/04/2020 16:10:00,"3,55",34,"4,52"
22/04/2020 16:20:00,"4,09",32,"33,63"
22/04/2020 16:30:00,"4,79",31,"6,63"
22/04/2020 16:40:00,"4,21",31,"1,77"
22/04/2020 16:50:00,"4,89",31,"0,76"
22/04/2020 17:00:00,"4,69",30,"14,70"
22/04/2020 17:10:00,"4,22",29,"65,49"
22/04/2020 17:20:00,"4,91",26,"40,02"
22/04/2020 17:30:00,"5,85",26,"96,40"
22/04/2020 17:40:00,"7,07",24,"212,79"
22/04/2020 17:50:00,"7,27",23,"237,47"
22/04/2020 18:00:00,"6,57",21,"220,50"
22/04/2020 18:10:00,"6,03",21,"124,05"
22/04/2020 18:20:00,"5,37",18,"62,98"
22/04/2020 18:30:00,"4,67",16,"5,26"
22/04/2020 18:40:00,"4,44",15,"33,83"
22/04/2020 18:50:00,"4,56",13,"33,63"
22/04/2020 19:00:00,"3,91",12,"1,35"
22/04/2020 19:10:00,"3,62",12,"4,14"
22/04/2020 19:20:00,"4,00",11,"0,00"
22/04/2020 19:30:00,"4,27",10,"2,22"
22/04/2020 19:40:00,"4,71",9,"13,39"
22/04/2020 19:50:00,"4,67",8,"24,71"
22/04/2020 20:00:00,"5,02",8,"35,54"
22/04/2020 20:10:00,"5,05",7,"36,33"
22/04/2020 20:20:00,"5,65",6,"147,14"
22/04/2020 20:30:00,"3,44",7,"21,95"
22/04/2020 20:40:00,"1,12",6,"0,00"
22/04/2020 20:50:00,"0,38",5,"0,00"
22/04/2020 21:00:00,"0,42",5,"0,00"
22/04/2020 21:10:00,"0,43",5,"0,00"
22/04/2020 21:20:00,"0,36",6,"0,00"
22/04/2020 21:30:00,"0,58",6,"0,00"
22/04/2020 21:40:00,"1,98",6,"0,00"
22/04/2020 21:50:00,"1,74",5,"0,00"
22/04/2020 22:00:00,"0,91",6,"0,00"
22/04/2020 22:10:00,"0,75",5,"0,00"
22/04/2020 22:20:00,"0,64",6,"0,00"
22/04/2020 22:30:00,"1,01",5,"0,00"
22/04/2020 22:40:00,"1,17",5,"0,00"
22/04/2020 22:50:00,"2,97",5,"0,00"
22/04/2020 23:00:00,"3,43",4,"0,00"
22/04/2020 23:10:00,"3,04",3,"0,00"
22/04/2020 23:20:00,"3,15",2,"0,00"
22/04/2020 23:30:00,"2,53",2,"0,00"
22/04/2020 23:40:00,"2,90",2,"0,00"
22/04/2020 23:50:00,"2,64",2,"0,00"
23/04/2020 00:00:00,"2,85",3,"0,00"
23/04/2020 00:10:00,"2,77",2,"0,00"
23/04/2020 00:20:00,"2,66",2,"0,00"
23/04/2020 00:30:00,"1,95",1,"0,00"
23/04/2020 00:40:00,"2,72",2,"0,00"
23/04/2020 00:50:00,"2,92",1,"0,00"
23/04/2020 01:00:00,"2,85",1,"0,00"
23/04/2020 01:10:00,"2,41",1,"0,00"
23/04/2020 01:20:00,"2,32",1,"0,00"
23/04/2020 01:30:00,"2,66",1,"0,00"
23/04/2020 01:40:00,"2,64",0,"0,00"
23/04/2020 01:50:00,"2,35",1,"0,00"
23/04/2020 02:00:00,"2,33",1,"0,00"
23/04/2020 02:10:00,"2,38",1,"0,00"
23/04/2020 02:20:00,"1,43",1,"0,00"
23/04/2020 02:30:00,"1,15",1,"0,00"
23/04/2020 02:40:00,"0,69",1,"0,00"
23/04/2020 02:50:00,"0,63",1,"0,00"
23/04/2020 03:00:00,"1,03",2,"0,00"
23/04/2020 03:10:00,"0,49",1,"0,00"
23/04/2020 03:20:00,"0,39",2,"0,00"
23/04/2020 03:30:00,"1,17",3,"0,00"
23/04/2020 03:40:00,"1,77",2,"0,00"
23/04/2020 03:50:00,"1,91",3,"0,00"
23/04/2020 04:00:00,"1,52",3,"0,00"
23/04/2020 04:10:00,"1,98",4,"0,00"
23/04/2020 04:20:00,"1,83",4,"0,00"
23/04/2020 04:30:00,"0,98",4,"0,00"
23/04/2020 04:40:00,"0,46",4,"0,00"
23/04/2020 04:50:00,"0,62",4,"0,00"
23/04/2020 05:00:00,"0,45",4,"0,00"
23/04/2020 05:10:00,"0,35",2,"0,00"
23/04/2020 05:20:00,"0,35",1,"0,00"
23/04/2020 05:30:00,"0,35",359,"0,00"
23/04/2020 05:40:00,"0,36",0,"0,00"
23/04/2020 05:50:00,"0,35",1,"0,00"
23/04/2020 06:00:00,"0,35",5,"0,00"
23/04/2020 06:10:00,"0,68",8,"0,00"
23/04/2020 06:20:00,"0,42",10,"0,00"
23/04/2020 06:30:00,"0,82",16,"0,00"
23/04/2020 06:40:00,"0,64",17,"0,00"
23/04/2020 06:50:00,"0,44",12,"0,00"
23/04/2020 07:00:00,"0,47",10,"0,00"
23/04/2020 07:10:00,"0,43",11,"0,00"
23/04/2020 07:20:00,"1,25",10,"0,00"
23/04/2020 07:30:00,"1,16",13,"0,00"
23/04/2020 07:40:00,"1,35",16,"0,00"
23/04/2020 07:50:00,"1,55",18,"0,00"
23/04/2020 08:00:00,"1,69",16,"0,00"
23/04/2020 08:10:00,"2,55",23,"0,00"
23/04/2020 08:20:00,"3,16",26,"0,00"
23/04/2020 08:30:00,"3,29",54,"0,00"
23/04/2020 08:40:00,"3,37",43,"0,00"
23/04/2020 08:50:00,"3,49",33,"0,00"
23/04/2020 09:00:00,"3,66",30,"0,00"
23/04/2020 09:10:00,"3,05",32,"0,00"
23/04/2020 09:20:00,"2,99",29,"0,00"
23/04/2020 09:30:00,"3,34",27,"0,00"
23/04/2020 09:40:00,"2,80",25,"0,00"
23/04/2020 09:50:00,"2,96",22,"0,00"
23/04/2020 10:00:00,"2,69",20,"0,00"
23/04/2020 10:10:00,"2,47",19,"0,00"
23/04/2020 10:20:00,"1,94",19,"0,00"
23/04/2020 10:30:00,"2,85",18,"0,00"
23/04/2020 10:40:00,"3,17",17,"0,00"
23/04/2020 10:50:00,"1,61",12,"0,00"
23/04/2020 11:00:00,"3,44",10,"0,00"
23/04/2020 11:10:00,"2,33",7,"0,00"
23/04/2020 11:20:00,"1,44",5,"0,00"
23/04/2020 11:30:00,"1,77",354,"0,00"
23/04/2020 11:40:00,"2,44",352,"0,00"
23/04/2020 11:50:00,"2,01",347,"0,00"
23/04/2020 12:00:00,"1,52",346,"0,00"
23/04/2020 12:10:00,"1,89",345,"0,00"
23/04/2020 12:20:00,"1,51",356,"0,00"
23/04/2020 12:30:00,"1,18",4,"0,00"
23/04/2020 12:40:00,"1,32",6,"0,00"
23/04/2020 12:50:00,"2,00",8,"0,00"
23/04/2020 13:00:00,"2,51",9,"0,00"
23/04/2020 13:10:00,"1,61",9,"0,00"
23/04/2020 13:20:00,"3,20",13,"0,00"
23/04/2020 13:30:00,"2,83",14,"0,00"
23/04/2020 13:40:00,"3,31",14,"0,03"
23/04/2020 13:50:00,"3,35",16,"0,00"
23/04/2020 14:00:00,"5,14",16,"8,50"
23/04/2020 14:10:00,"4,63",17,"1,30"
23/04/2020 14:20:00,"4,42",17,"4,04"
23/04/2020 14:30:00,"3,49",16,"0,53"
23/04/2020 14:40:00,"3,76",16,"22,53"
23/04/2020 14:50:00,"6,52",17,"102,76"
23/04/2020 15:00:00,"6,13",18,"125,62"
23/04/2020 15:10:00,"5,28",19,"119,99"
23/04/2020 15:20:00,"6,31",18,"174,98"
23/04/2020 15:30:00,"6,31",17,"196,77"
23/04/2020 15:40:00,"6,88",18,"219,40"
23/04/2020 15:50:00,"6,92",19,"213,14"
23/04/2020 16:00:00,"6,78",21,"200,40"
23/04/2020 16:10:00,"6,52",23,"186,25"
23/04/2020 16:20:00,"6,78",27,"224,56"
23/04/2020 16:30:00,"6,32",28,"204,31"
23/04/2020 16:40:00,"6,72",32,"226,25"
23/04/2020 16:50:00,"6,64",38,"199,98"
23/04/2020 17:00:00,"5,96",44,"183,57"
23/04/2020 17:10:00,"5,47",50,"149,37"
23/04/2020 17:20:00,"4,21",53,"38,05"
23/04/2020 17:30:00,"4,18",53,"4,23"
23/04/2020 17:40:00,"4,00",50,"0,02"
23/04/2020 17:50:00,"4,39",49,"0,00"
23/04/2020 18:00:00,"3,52",49,"0,00"
23/04/2020 18:10:00,"2,90",48,"0,00"
23/04/2020 18:20:00,"2,82",51,"0,00"
23/04/2020 18:30:00,"2,78",53,"0,01"
23/04/2020 18:40:00,"2,61",52,"0,00"
23/04/2020 18:50:00,"2,50",53,"0,00"
23/04/2020 19:00:00,"2,69",52,"0,00"
23/04/2020 19:10:00,"2,34",52,"0,00"
